timestamp,server,cpu_percent,memory_gb,network_mbps
2026-06-06 10:00,srv-web-01,42.2,5.47,104.3
2026-06-06 11:00,srv-web-01,38.22,6.95,130.78
2026-06-06 12:00,srv-web-01,40.98,5.39,98.67
2026-06-06 13:00,srv-web-01,44.01,5.74,116.24
2026-06-06 14:00,srv-web-01,42.97,6.44,126.84
2026-06-06 15:00,srv-web-01,47.99,5.49,133.92
2026-06-06 16:00,srv-web-01,35.34,6.21,142.93
2026-06-06 17:00,srv-web-01,38.05,6.43,136.09
2026-06-06 18:00,srv-web-01,32.81,5.33,104.33
2026-06-06 19:00,srv-web-01,23.2,7.64,103.45
2026-06-06 20:00,srv-web-01,33.67,5.78,124.61
2026-06-06 21:00,srv-web-01,39.89,6.69,111.25
2026-06-06 22:00,srv-web-01,,6.23,116.27
2026-06-06 23:00,srv-web-01,44.64,6.39,131.02
2026-06-07 00:00,srv-web-01,38.98,6.94,122.72
2026-06-07 01:00,srv-web-01,27.22,6.32,110.23
2026-06-07 02:00,srv-web-01,31.83,6.47,138.57
2026-06-07 03:00,srv-web-01,35.13,6.25,145.53
2026-06-07 04:00,srv-web-01,36.44,8.08,128.48
2026-06-07 05:00,srv-web-01,24.44,6.6,125.72
2026-06-07 06:00,srv-web-01,42.74,6.54,117.92
2026-06-07 07:00,srv-web-01,27.65,5.83,107.24
2026-06-07 08:00,srv-web-01,31.52,6.47,145.05
2026-06-07 09:00,srv-web-01,37.37,5.04,126.67
2026-06-07 10:00,srv-web-01,42.18,5.51,117.99
2026-06-07 11:00,srv-web-01,35.09,5.37,129.72
2026-06-07 12:00,srv-web-01,34.27,6.34,106.69
2026-06-07 13:00,srv-web-01,32.38,6.58,114.41
2026-06-07 14:00,srv-web-01,45.36,5.68,123.37
2026-06-07 15:00,srv-web-01,40.6,4.87,93.59
2026-06-07 16:00,srv-web-01,25.85,7.01,111.72
2026-06-07 17:00,srv-web-01,50.35,5.55,122.77
2026-06-07 18:00,srv-web-01,44.25,7.6,150.92
2026-06-07 19:00,srv-web-01,42.25,6.82,128.89
2026-06-07 20:00,srv-web-01,39.67,5.56,107.73
2026-06-07 21:00,srv-web-01,34.98,5.86,113.2
2026-06-07 22:00,srv-web-01,39.18,6.76,121.33
2026-06-07 23:00,srv-web-01,43.87,5.09,117.1
2026-05-18 00:00,srv-web-02,27.7,4.01,108.76
2026-05-18 01:00,srv-web-02,31.27,6.71,119.46
2026-05-18 02:00,srv-web-02,25.85,6.98,128.32
2026-05-18 03:00,srv-web-02,35.49,5.32,95.61
2026-05-18 04:00,srv-web-02,29.77,6.37,138.27
2026-05-18 05:00,srv-web-02,41.26,5.11,93.21
2026-05-18 06:00,srv-web-02,32.85,4.09,114.85
2026-05-18 07:00,srv-web-02,31.11,5.13,86.08
2026-05-18 08:00,srv-web-02,35.08,5.07,92.45
2026-05-18 09:00,srv-web-02,14.77,5.48,136.58
2026-05-18 10:00,srv-web-02,41.97,5.13,100.97
2026-05-18 11:00,srv-web-02,34.81,4.7,114.53
2026-05-18 12:00,srv-web-02,36.6,6.48,108.5
2026-05-18 13:00,srv-web-02,30.78,4.8,97.6
2026-05-18 14:00,srv-web-02,30.64,5.79,123.7
2026-05-18 15:00,srv-web-02,27.18,6.69,105.93
2026-05-18 16:00,srv-web-02,31.87,4.9,73.64
2026-05-18 17:00,srv-web-02,37.3,6.09,105.78
2026-05-18 18:00,srv-web-02,32.4,5.91,86.56
2026-05-18 19:00,srv-web-02,28.83,6.14,91.19
2026-05-18 20:00,srv-web-02,33.76,4.41,117.0
2026-05-18 21:00,srv-web-02,31.79,4.21,127.47
2026-05-18 22:00,srv-web-02,27.59,4.85,113.01
2026-05-18 23:00,srv-web-02,38.89,4.69,110.93
2026-05-19 00:00,srv-web-02,34.57,6.05,112.65
2026-05-19 01:00,srv-web-02,29.8,4.84,111.29
2026-05-19 02:00,srv-web-02,25.57,3.16,116.55
2026-05-19 03:00,srv-web-02,37.42,3.61,94.85
2026-05-19 04:00,srv-web-02,35.71,7.15,110.31
2026-05-19 05:00,srv-web-02,27.63,5.35,130.62
2026-05-19 06:00,srv-web-02,28.12,4.86,102.76
2026-05-19 07:00,srv-web-02,26.28,5.6,134.37
2026-05-19 08:00,srv-web-02,33.94,5.3,105.62
2026-05-19 09:00,srv-web-02,22.62,6.21,108.83
2026-05-19 10:00,srv-web-02,30.92,8.05,114.48
2026-05-19 11:00,srv-web-02,27.49,5.16,127.23
2026-05-19 12:00,srv-web-02,32.68,4.35,123.79
2026-05-19 13:00,srv-web-02,27.99,7.0,126.2
2026-05-19 14:00,srv-web-02,29.32,6.52,111.02
2026-05-19 15:00,srv-web-02,37.12,5.89,97.3
2026-05-19 16:00,srv-web-02,28.14,6.32,104.98
2026-05-19 17:00,srv-web-02,29.58,4.74,116.35
2026-05-19 18:00,srv-web-02,44.38,4.65,110.36
2026-05-19 19:00,srv-web-02,40.47,5.44,116.79
2026-05-19 20:00,srv-web-02,25.63,5.84,107.19
2026-05-19 21:00,srv-web-02,37.91,6.45,148.84
2026-05-19 22:00,srv-web-02,35.48,5.76,112.92
2026-05-19 23:00,srv-web-02,29.88,5.77,105.57
2026-05-20 00:00,srv-web-02,33.01,6.55,94.9
2026-05-20 01:00,srv-web-02,38.84,6.55,108.23
2026-05-20 02:00,srv-web-02,19.27,5.01,129.45
2026-05-20 03:00,srv-web-02,31.86,4.7,102.43
2026-05-20 04:00,srv-web-02,37.04,5.94,106.42
2026-05-20 05:00,srv-web-02,29.8,5.19,96.16
2026-05-20 06:00,srv-web-02,41.69,5.24,128.26
2026-05-20 07:00,srv-web-02,41.13,6.3,103.53
2026-05-20 08:00,srv-web-02,34.42,5.48,96.44
2026-05-20 09:00,srv-web-02,33.95,4.56,127.82
2026-05-20 10:00,srv-web-02,29.21,5.66,114.25
2026-05-20 11:00,srv-web-02,30.45,5.97,102.88
2026-05-20 12:00,srv-web-02,37.23,4.42,111.9
2026-05-20 13:00,srv-web-02,43.63,4.7,99.83
2026-05-20 14:00,srv-web-02,35.08,5.64,115.26
2026-05-20 15:00,srv-web-02,34.94,6.01,126.65
2026-05-20 16:00,srv-web-02,34.46,5.31,120.09
2026-05-20 17:00,srv-web-02,43.4,5.39,95.38
2026-05-20 18:00,srv-web-02,38.64,5.4,77.41
2026-05-20 19:00,srv-web-02,37.08,5.07,108.64
2026-05-20 20:00,srv-web-02,33.99,5.65,120.64
2026-05-20 21:00,srv-web-02,29.39,5.91,106.11
2026-05-20 22:00,srv-web-02,36.43,5.99,95.97
2026-05-20 23:00,srv-web-02,38.52,5.07,122.12
2026-05-21 00:00,srv-web-02,34.2,6.97,106.65
2026-05-21 01:00,srv-web-02,29.9,5.48,105.45
2026-05-21 02:00,srv-web-02,36.8,4.21,94.19
2026-05-21 03:00,srv-web-02,25.59,6.26,135.66
2026-05-21 04:00,srv-web-02,31.37,5.36,111.05
2026-05-21 05:00,srv-web-02,38.97,4.76,113.58
2026-05-21 06:00,srv-web-02,37.85,5.9,112.84
2026-05-21 07:00,srv-web-02,38.01,3.34,120.17
2026-05-21 08:00,srv-web-02,28.08,4.04,117.67
2026-05-21 09:00,srv-web-02,40.24,5.39,124.29
2026-05-21 10:00,srv-web-02,41.67,6.55,134.6
2026-05-21 11:00,srv-web-02,36.45,5.56,85.97
2026-05-21 12:00,srv-web-02,30.52,4.83,142.56
2026-05-21 13:00,srv-web-02,160.94,5.6,118.27
2026-05-21 14:00,srv-web-02,32.26,6.86,100.66
2026-05-21 15:00,srv-web-02,33.17,4.91,90.2
2026-05-21 16:00,srv-web-02,28.33,5.47,103.56
2026-05-21 17:00,srv-web-02,27.85,4.37,108.75
2026-05-21 18:00,srv-web-02,22.97,6.11,111.24
2026-05-21 19:00,srv-web-02,23.25,5.25,98.72
2026-05-21 20:00,srv-web-02,33.92,6.57,81.87
2026-05-21 21:00,srv-web-02,32.69,5.37,120.07
2026-05-21 22:00,srv-web-02,33.28,4.9,105.21
2026-05-21 23:00,srv-web-02,27.22,6.36,110.32
2026-05-22 00:00,srv-web-02,43.41,5.45,99.37
2026-05-22 01:00,srv-web-02,22.92,4.06,86.24
2026-05-22 02:00,srv-web-02,33.6,5.91,86.28
2026-05-22 03:00,srv-web-02,37.37,5.11,112.2
2026-05-22 04:00,srv-web-02,41.67,6.22,105.97
2026-05-22 05:00,srv-web-02,26.65,3.78,99.21
2026-05-22 06:00,srv-web-02,30.73,4.71,108.03
2026-05-22 07:00,srv-web-02,32.46,5.32,100.25
2026-05-22 08:00,srv-web-02,33.01,5.85,93.64
2026-05-22 09:00,srv-web-02,40.47,5.42,110.28
2026-05-22 10:00,srv-web-02,36.25,5.69,124.3
2026-05-22 11:00,srv-web-02,33.72,5.01,115.42
2026-05-22 12:00,srv-web-02,25.14,5.59,109.5
2026-05-22 13:00,srv-web-02,30.75,5.4,81.77
2026-05-22 14:00,srv-web-02,28.71,5.57,112.4
2026-05-22 15:00,srv-web-02,25.83,6.51,97.01
2026-05-22 16:00,srv-web-02,37.82,5.84,100.31
2026-05-22 17:00,srv-web-02,42.65,4.55,123.79
2026-05-22 18:00,srv-web-02,38.0,4.96,130.89
2026-05-22 19:00,srv-web-02,30.5,5.73,113.9
2026-05-22 20:00,srv-web-02,31.19,6.15,121.9
2026-05-22 21:00,srv-web-02,21.51,6.54,85.06
2026-05-22 22:00,srv-web-02,38.2,6.4,93.64
2026-05-22 23:00,srv-web-02,29.54,4.62,106.78
2026-05-23 00:00,srv-web-02,30.15,6.12,129.65
2026-05-23 01:00,srv-web-02,40.37,5.05,106.86
2026-05-23 02:00,srv-web-02,21.9,4.86,124.47
2026-05-23 03:00,srv-web-02,41.69,4.51,101.11
2026-05-23 04:00,srv-web-02,31.84,5.72,97.86
2026-05-23 05:00,srv-web-02,34.54,5.12,109.78
2026-05-23 06:00,srv-web-02,35.28,5.51,103.45
2026-05-23 07:00,srv-web-02,31.34,5.43,104.45
2026-05-23 08:00,srv-web-02,30.45,6.78,118.41
2026-05-23 09:00,srv-web-02,30.23,6.06,104.99
2026-05-23 10:00,srv-web-02,39.04,5.8,108.39
2026-05-23 11:00,srv-web-02,34.69,4.24,
2026-05-23 12:00,srv-web-02,24.84,5.61,135.99
2026-05-23 13:00,srv-web-02,45.39,6.01,117.51
2026-05-23 14:00,srv-web-02,21.19,5.07,98.18
2026-05-23 15:00,srv-web-02,28.27,5.37,102.92
2026-05-23 16:00,srv-web-02,20.12,6.1,93.91
2026-05-23 17:00,srv-web-02,33.44,7.16,96.21
2026-05-23 18:00,srv-web-02,16.82,5.27,126.51
2026-05-23 19:00,srv-web-02,43.75,4.52,117.45
2026-05-23 20:00,srv-web-02,29.21,5.42,149.67
2026-05-23 21:00,srv-web-02,22.98,5.7,117.02
2026-05-23 22:00,srv-web-02,38.51,5.58,114.62
2026-05-23 23:00,srv-web-02,29.65,5.72,104.85
2026-05-24 00:00,srv-web-02,35.73,5.2,115.66
2026-05-24 01:00,srv-web-02,31.82,,109.23
2026-05-24 02:00,srv-web-02,21.36,6.51,96.41
2026-05-24 03:00,srv-web-02,28.08,5.02,130.62
2026-05-24 04:00,srv-web-02,19.19,8.01,125.84
2026-05-24 05:00,srv-web-02,33.34,5.46,114.28
2026-05-24 06:00,srv-web-02,35.13,6.02,118.33
2026-05-24 07:00,srv-web-02,,5.34,107.73
2026-05-24 08:00,srv-web-02,30.83,6.41,118.9
2026-05-24 09:00,srv-web-02,14.36,6.02,112.92
2026-05-24 10:00,srv-web-02,31.89,5.19,126.86
2026-05-24 11:00,srv-web-02,37.69,4.88,116.11
2026-05-24 12:00,srv-web-02,26.17,4.4,100.6
2026-05-24 13:00,srv-web-02,37.17,6.26,117.7
2026-05-24 14:00,srv-web-02,36.35,,100.38
2026-05-24 15:00,srv-web-02,34.59,6.14,121.31
2026-05-24 16:00,srv-web-02,39.13,6.07,115.27
2026-05-24 17:00,srv-web-02,38.42,5.48,96.77
2026-05-24 18:00,srv-web-02,31.02,4.9,99.87
2026-05-24 19:00,srv-web-02,31.13,4.87,105.38
2026-05-24 20:00,srv-web-02,20.64,5.67,110.02
2026-05-24 21:00,srv-web-02,27.1,6.03,124.06
2026-05-24 22:00,srv-web-02,22.35,,98.46
2026-05-24 23:00,srv-web-02,26.36,6.16,107.09
2026-05-25 00:00,srv-web-02,30.41,3.9,119.53
2026-05-25 01:00,srv-web-02,24.56,5.55,114.16
2026-05-25 02:00,srv-web-02,40.16,4.45,64.71
2026-05-25 03:00,srv-web-02,33.1,6.94,128.58
2026-05-25 04:00,srv-web-02,33.26,5.11,122.11
2026-05-25 05:00,srv-web-02,26.16,5.88,117.58
2026-05-25 06:00,srv-web-02,38.36,7.71,115.89
2026-05-25 07:00,srv-web-02,28.95,5.48,83.46
2026-05-25 08:00,srv-web-02,27.83,5.17,102.14
2026-05-25 09:00,srv-web-02,32.91,4.84,126.82
2026-05-25 10:00,srv-web-02,32.0,5.49,105.08
2026-05-25 11:00,srv-web-02,32.93,6.16,96.99
2026-05-25 12:00,srv-web-02,28.05,5.26,89.81
2026-05-25 13:00,srv-web-02,27.08,5.12,123.12
2026-05-25 14:00,srv-web-02,33.58,5.65,122.76
2026-05-25 15:00,srv-web-02,31.18,5.81,108.45
2026-05-25 16:00,srv-web-02,33.59,5.03,73.42
2026-05-25 17:00,srv-web-02,31.19,6.64,123.89
2026-05-25 18:00,srv-web-02,37.79,6.49,111.33
2026-05-25 19:00,srv-web-02,33.18,5.01,105.26
2026-05-25 20:00,srv-web-02,35.69,6.46,107.91
2026-05-25 21:00,srv-web-02,29.3,5.5,119.02
2026-05-25 22:00,srv-web-02,23.34,3.66,101.74
2026-05-25 23:00,srv-web-02,24.68,5.09,107.78
2026-05-26 00:00,srv-web-02,29.28,6.66,114.9
2026-05-26 01:00,srv-web-02,33.8,6.0,92.92
2026-05-26 02:00,srv-web-02,38.23,5.44,120.06
2026-05-26 03:00,srv-web-02,25.57,4.26,122.27
2026-05-26 04:00,srv-web-02,34.26,4.78,96.96
2026-05-26 05:00,srv-web-02,38.75,4.55,134.64
2026-05-26 06:00,srv-web-02,26.6,6.01,105.07
2026-05-26 07:00,srv-web-02,35.62,5.06,107.56
2026-05-26 08:00,srv-web-02,32.25,4.7,121.11
2026-05-26 09:00,srv-web-02,28.92,5.32,95.08
2026-05-26 10:00,srv-web-02,16.63,5.35,146.19
2026-05-26 11:00,srv-web-02,36.71,5.48,106.06
2026-05-26 12:00,srv-web-02,32.13,5.94,92.29
2026-05-26 13:00,srv-web-02,38.69,6.07,120.77
2026-05-26 14:00,srv-web-02,34.63,5.52,
2026-05-26 15:00,srv-web-02,35.55,5.22,101.4
2026-05-26 16:00,srv-web-02,32.61,6.74,91.41
2026-05-26 17:00,srv-web-02,23.19,5.63,110.76
2026-05-26 18:00,srv-web-02,33.04,5.7,106.65
2026-05-26 19:00,srv-web-02,40.94,4.22,97.57
2026-05-26 20:00,srv-web-02,31.38,4.19,107.36
2026-05-26 21:00,srv-web-02,41.97,5.52,113.46
2026-05-26 22:00,srv-web-02,154.44,5.01,104.37
2026-05-26 23:00,srv-web-02,30.09,6.53,118.37
2026-05-27 00:00,srv-web-02,25.33,5.7,117.47
2026-05-27 01:00,srv-web-02,38.84,6.76,94.77
2026-05-27 02:00,srv-web-02,27.13,4.49,106.49
2026-05-27 03:00,srv-web-02,34.8,6.29,108.86
2026-05-27 04:00,srv-web-02,30.08,5.62,97.47
2026-05-27 05:00,srv-web-02,44.54,4.21,112.77
2026-05-27 06:00,srv-web-02,44.14,5.51,107.15
2026-05-27 07:00,srv-web-02,29.86,5.36,130.59
2026-05-27 08:00,srv-web-02,18.73,6.73,88.64
2026-05-27 09:00,srv-web-02,30.4,5.16,118.83
2026-05-27 10:00,srv-web-02,22.41,5.87,140.36
2026-05-27 11:00,srv-web-02,23.82,5.65,100.07
2026-05-27 12:00,srv-web-02,34.56,5.52,100.38
2026-05-27 13:00,srv-web-02,34.93,6.94,107.14
2026-05-27 14:00,srv-web-02,36.32,4.47,95.65
2026-05-27 15:00,srv-web-02,34.83,6.69,115.33
2026-05-27 16:00,srv-web-02,30.12,5.5,91.24
2026-05-27 17:00,srv-web-02,35.63,6.21,103.22
2026-05-27 18:00,srv-web-02,29.18,5.71,103.45
2026-05-27 19:00,srv-web-02,31.6,7.18,106.29
2026-05-27 20:00,srv-web-02,29.85,4.98,121.16
2026-05-27 21:00,srv-web-02,30.91,4.98,129.82
2026-05-27 22:00,srv-web-02,40.52,5.02,82.0
2026-05-27 23:00,srv-web-02,38.05,4.95,121.86
2026-05-28 00:00,srv-web-02,20.18,6.21,91.83
2026-05-28 01:00,srv-web-02,36.38,5.51,95.69
2026-05-28 02:00,srv-web-02,29.56,6.05,111.59
2026-05-28 03:00,srv-web-02,35.51,7.08,86.54
2026-05-28 04:00,srv-web-02,41.7,5.58,96.52
2026-05-28 05:00,srv-web-02,24.02,5.35,123.82
2026-05-28 06:00,srv-web-02,31.23,6.71,88.23
2026-05-28 07:00,srv-web-02,31.93,4.5,115.45
2026-05-28 08:00,srv-web-02,37.32,5.16,70.94
2026-05-28 09:00,srv-web-02,33.19,5.85,116.06
2026-05-28 10:00,srv-web-02,39.41,4.64,120.2
2026-05-28 11:00,srv-web-02,39.16,4.08,114.79
2026-05-28 12:00,srv-web-02,28.97,5.43,115.22
2026-05-28 13:00,srv-web-02,29.08,4.96,110.51
2026-05-28 14:00,srv-web-02,25.48,4.63,120.19
2026-05-28 15:00,srv-web-02,25.11,6.03,116.94
2026-05-28 16:00,srv-web-02,21.65,4.96,127.91
2026-05-28 17:00,srv-web-02,26.11,5.13,116.93
2026-05-28 18:00,srv-web-02,36.7,5.3,101.04
2026-05-28 19:00,srv-web-02,40.53,6.89,124.68
2026-05-28 20:00,srv-web-02,32.51,4.85,97.54
2026-05-28 21:00,srv-web-02,35.14,5.83,
2026-05-28 22:00,srv-web-02,35.9,4.3,125.78
2026-05-28 23:00,srv-web-02,26.01,5.19,113.75
2026-05-29 00:00,srv-web-02,43.97,7.99,119.1
2026-05-29 01:00,srv-web-02,30.9,5.93,123.31
2026-05-29 02:00,srv-web-02,30.08,6.94,113.45
2026-05-29 03:00,srv-web-02,34.99,6.03,116.32
2026-05-29 04:00,srv-web-02,37.03,5.01,101.63
2026-05-29 05:00,srv-web-02,25.4,5.85,121.68
2026-05-29 06:00,srv-web-02,34.75,6.84,109.92
2026-05-29 07:00,srv-web-02,36.01,4.63,104.19
2026-05-29 08:00,srv-web-02,36.17,6.18,105.59
2026-05-29 09:00,srv-web-02,31.57,4.29,104.64
2026-05-29 10:00,srv-web-02,37.34,5.96,117.51
2026-05-29 11:00,srv-web-02,32.3,5.51,100.1
2026-05-29 12:00,srv-web-02,36.19,5.84,117.38
2026-05-29 13:00,srv-web-02,28.84,3.78,126.46
2026-05-29 14:00,srv-web-02,29.13,4.81,120.4
2026-05-29 15:00,srv-web-02,29.65,6.35,119.26
2026-05-29 16:00,srv-web-02,36.1,4.41,128.18
2026-05-29 17:00,srv-web-02,33.57,5.2,112.15
2026-05-29 18:00,srv-web-02,21.34,5.83,94.56
2026-05-29 19:00,srv-web-02,23.88,4.28,126.69
2026-05-29 20:00,srv-web-02,28.22,6.73,101.96
2026-05-29 21:00,srv-web-02,21.76,4.61,128.54
2026-05-29 22:00,srv-web-02,31.06,5.06,112.4
2026-05-29 23:00,srv-web-02,35.01,6.39,131.73
2026-05-30 00:00,srv-web-02,29.84,4.44,103.8
2026-05-30 01:00,srv-web-02,33.56,4.73,95.64
2026-05-30 02:00,srv-web-02,34.06,5.46,110.49
2026-05-30 03:00,srv-web-02,27.45,5.32,96.14
2026-05-30 04:00,srv-web-02,37.34,6.33,82.31
2026-05-30 05:00,srv-web-02,26.42,4.3,100.25
2026-05-30 06:00,srv-web-02,31.5,4.34,96.17
2026-05-30 07:00,srv-web-02,25.98,5.67,111.04
2026-05-30 08:00,srv-web-02,27.67,5.64,101.8
2026-05-30 09:00,srv-web-02,30.37,6.84,130.11
2026-05-30 10:00,srv-web-02,24.2,6.16,122.17
2026-05-30 11:00,srv-web-02,25.11,6.16,133.07
2026-05-30 12:00,srv-web-02,25.26,4.77,125.26
2026-05-30 13:00,srv-web-02,33.63,5.94,115.11
2026-05-30 14:00,srv-web-02,34.34,4.44,125.71
2026-05-30 15:00,srv-web-02,39.02,5.32,109.35
2026-05-30 16:00,srv-web-02,22.81,5.91,118.58
2026-05-30 17:00,srv-web-02,31.63,6.4,104.99
2026-05-30 18:00,srv-web-02,35.39,-4.68,109.65
2026-05-30 19:00,srv-web-02,30.95,5.68,104.46
2026-05-30 20:00,srv-web-02,31.21,6.16,103.45
2026-05-30 21:00,srv-web-02,22.36,6.9,130.72
2026-05-30 22:00,srv-web-02,24.25,6.05,102.46
2026-05-30 23:00,srv-web-02,33.58,5.74,106.48
2026-05-31 00:00,srv-web-02,27.3,4.95,96.26
2026-05-31 01:00,srv-web-02,27.01,5.45,99.26
2026-05-31 02:00,srv-web-02,36.09,6.69,101.3
2026-05-31 03:00,srv-web-02,33.44,5.9,117.08
2026-05-31 04:00,srv-web-02,32.46,6.09,117.23
2026-05-31 05:00,srv-web-02,24.57,6.2,123.31
2026-05-31 06:00,srv-web-02,27.42,5.53,120.25
2026-05-31 07:00,srv-web-02,30.74,6.36,145.46
2026-05-31 08:00,srv-web-02,27.28,4.4,114.56
2026-05-31 09:00,srv-web-02,36.33,5.32,131.8
2026-05-31 10:00,srv-web-02,23.97,6.05,100.91
2026-05-31 11:00,srv-web-02,42.32,7.09,98.5
2026-05-31 12:00,srv-web-02,28.7,6.19,104.19
2026-05-31 13:00,srv-web-02,31.73,5.52,81.2
2026-05-31 14:00,srv-web-02,31.92,4.95,102.6
2026-05-31 15:00,srv-web-02,40.66,4.49,122.2
2026-05-31 16:00,srv-web-02,30.33,5.28,121.86
2026-05-31 17:00,srv-web-02,34.04,5.96,124.52
2026-05-31 18:00,srv-web-02,30.01,5.01,93.72
2026-05-31 19:00,srv-web-02,27.05,7.86,128.67
2026-05-31 20:00,srv-web-02,23.89,4.44,117.23
2026-05-31 21:00,srv-web-02,35.28,5.94,106.18
2026-05-31 22:00,srv-web-02,31.25,5.76,111.29
2026-05-31 23:00,srv-web-02,18.68,5.32,97.23
2026-06-01 00:00,srv-web-02,33.05,7.89,115.51
2026-06-01 01:00,srv-web-02,30.12,6.24,117.24
2026-06-01 02:00,srv-web-02,34.52,5.99,140.85
2026-06-01 03:00,srv-web-02,25.21,5.88,96.1
2026-06-01 04:00,srv-web-02,35.33,4.77,103.74
2026-06-01 05:00,srv-web-02,30.23,6.28,123.78
2026-06-01 06:00,srv-web-02,24.53,5.54,99.36
2026-06-01 07:00,srv-web-02,24.45,5.33,105.37
2026-06-01 08:00,srv-web-02,46.56,5.85,89.34
2026-06-01 09:00,srv-web-02,28.61,6.32,141.33
2026-06-01 10:00,srv-web-02,22.48,4.0,138.06
2026-06-01 11:00,srv-web-02,34.34,4.81,118.02
2026-06-01 12:00,srv-web-02,16.19,5.5,114.92
2026-06-01 13:00,srv-web-02,37.55,4.69,111.29
2026-06-01 14:00,srv-web-02,26.45,5.7,96.57
2026-06-01 15:00,srv-web-02,29.55,4.7,119.77
2026-06-01 16:00,srv-web-02,37.15,5.31,110.57
2026-06-01 17:00,srv-web-02,23.31,5.26,109.25
2026-06-01 18:00,srv-web-02,47.72,4.61,131.96
2026-06-01 19:00,srv-web-02,37.98,5.72,136.38
2026-06-01 20:00,srv-web-02,34.23,5.81,109.2
2026-06-01 21:00,srv-web-02,39.34,6.38,100.61
2026-06-01 22:00,srv-web-02,24.08,5.34,98.0
2026-06-01 23:00,srv-web-02,31.62,6.49,103.14
2026-06-02 00:00,srv-web-02,31.74,5.55,122.73
2026-06-02 01:00,srv-web-02,18.52,5.01,113.17
2026-06-02 02:00,srv-web-02,39.2,5.11,81.85
2026-06-02 03:00,srv-web-02,35.72,4.99,92.16
2026-06-02 04:00,srv-web-02,28.25,5.35,100.93
2026-06-02 05:00,srv-web-02,18.77,6.22,129.12
2026-06-02 06:00,srv-web-02,35.91,4.59,106.98
2026-06-02 07:00,srv-web-02,31.96,5.98,120.03
2026-06-02 08:00,srv-web-02,27.59,5.57,116.86
2026-06-02 09:00,srv-web-02,40.73,6.06,121.84
2026-06-02 10:00,srv-web-02,32.5,6.63,116.15
2026-06-02 11:00,srv-web-02,26.83,6.62,120.47
2026-06-02 12:00,srv-web-02,29.34,5.12,114.45
2026-06-02 13:00,srv-web-02,34.78,5.66,114.67
2026-06-02 14:00,srv-web-02,42.2,6.36,112.86
2026-06-02 15:00,srv-web-02,37.65,4.67,115.97
2026-06-02 16:00,srv-web-02,42.86,5.33,97.29
2026-06-02 17:00,srv-web-02,28.09,4.63,98.23
2026-06-02 18:00,srv-web-02,29.78,4.38,110.23
2026-06-02 19:00,srv-web-02,37.41,4.77,132.79
2026-06-02 20:00,srv-web-02,35.06,6.32,100.13
2026-06-02 21:00,srv-web-02,37.13,4.63,123.35
2026-06-02 22:00,srv-web-02,33.03,5.94,92.37
2026-06-02 23:00,srv-web-02,26.63,5.98,95.77
2026-06-03 00:00,srv-web-02,34.78,4.41,122.72
2026-06-03 01:00,srv-web-02,24.6,5.94,119.38
2026-06-03 02:00,srv-web-02,27.82,5.97,113.91
2026-06-03 03:00,srv-web-02,28.77,4.69,80.56
2026-06-03 04:00,srv-web-02,34.1,4.25,111.43
2026-06-03 05:00,srv-web-02,30.42,6.04,105.47
2026-06-03 06:00,srv-web-02,30.02,6.09,115.03
2026-06-03 07:00,srv-web-02,33.9,5.88,86.97
2026-06-03 08:00,srv-web-02,36.54,5.99,94.75
2026-06-03 09:00,srv-web-02,30.54,5.47,107.98
2026-06-03 10:00,srv-web-02,34.0,6.65,126.23
2026-06-03 11:00,srv-web-02,24.13,6.0,129.93
2026-06-03 12:00,srv-web-02,34.32,6.37,140.18
2026-06-03 13:00,srv-web-02,38.14,5.7,125.68
2026-06-03 14:00,srv-web-02,32.87,5.52,104.73
2026-06-03 15:00,srv-web-02,41.38,4.85,132.99
2026-06-03 16:00,srv-web-02,35.0,4.38,115.51
2026-06-03 17:00,srv-web-02,19.4,6.0,123.28
2026-06-03 18:00,srv-web-02,28.45,5.6,139.31
2026-06-03 19:00,srv-web-02,28.97,4.65,132.22
2026-06-03 20:00,srv-web-02,43.78,5.5,125.17
2026-06-03 21:00,srv-web-02,40.05,4.91,102.72
2026-06-03 22:00,srv-web-02,39.39,6.85,118.44
2026-06-03 23:00,srv-web-02,26.72,7.09,102.04
2026-06-04 00:00,srv-web-02,29.99,5.77,133.31
2026-06-04 01:00,srv-web-02,37.12,5.83,116.95
2026-06-04 02:00,srv-web-02,32.26,5.95,72.06
2026-06-04 03:00,srv-web-02,30.22,5.69,92.73
2026-06-04 04:00,srv-web-02,34.32,5.34,136.33
2026-06-04 05:00,srv-web-02,41.44,5.13,107.74
2026-06-04 06:00,srv-web-02,31.56,5.14,112.93
2026-06-04 07:00,srv-web-02,27.45,4.6,119.34
2026-06-04 08:00,srv-web-02,35.78,4.86,123.43
2026-06-04 09:00,srv-web-02,28.21,5.7,122.31
2026-06-04 10:00,srv-web-02,31.8,5.86,102.25
2026-06-04 11:00,srv-web-02,30.82,5.34,98.8
2026-06-04 12:00,srv-web-02,30.94,4.26,102.63
2026-06-04 13:00,srv-web-02,30.29,5.3,106.38
2026-06-04 14:00,srv-web-02,31.63,5.88,123.12
2026-06-04 15:00,srv-web-02,28.1,4.54,94.37
2026-06-04 16:00,srv-web-02,29.08,5.22,98.45
2026-06-04 17:00,srv-web-02,24.22,5.14,112.72
2026-06-04 18:00,srv-web-02,35.57,5.05,103.81
2026-06-04 19:00,srv-web-02,26.44,5.47,97.27
